Month,Day,Hour,Beam Irradiance (W/m2),Diffuse Irradiance (W/m2),Ambient Temperature (C),Wind Speed (m/s),Albedo,Plane of Array Irradiance (W/m2),Cell Temperature (C),AC System Output (kW)
2,26,17,53,19,21.9,1.9,0.2,28.646,22.623,15.871954
2,26,18,0,0,20.8,1.6,0.2,0,20.8,0
2,26,19,0,0,19.8,1.4,0.2,0,19.8,0
2,26,20,0,0,18.8,1.2,0.2,0,18.8,0
2,26,21,0,0,18,1,0.2,0,18,0
2,26,22,0,0,17.5,0.8,0.2,0,17.5,0
2,26,23,0,0,17,0.8,0.2,0,17,0
2,27,0,0,0,16.2,0.9,0.2,0,16.2,0
2,27,1,0,0,15.5,1,0.2,0,15.5,0
2,27,2,0,0,15.1,1,0.2,0,15.1,0
2,27,3,0,0,14.8,1,0.2,0,14.8,0
2,27,4,0,0,14.6,1,0.2,0,14.6,0
2,27,5,0,0,15.3,0.9,0.2,0,15.3,0
2,27,6,0,12,16.9,0.8,0.2,11.363,17.271,2.474912
2,27,7,71,98,19.5,0.9,0.2,123.602,23.98,140.710447
2,27,8,362,160,22.8,1.3,0.2,377.768,35.272,447.532119
2,27,9,209,282,25.9,1.9,0.2,454.032,38.971,523.724851
2,27,10,381,300,27.8,2.3,0.2,661.757,45.381,746.859334
2,27,11,260,382,29.1,2.6,0.2,664.273,45.759,743.057252
2,27,12,539,279,30.2,2.8,0.2,827.723,50.27,915.855793
2,27,13,798,158,30.7,3.1,0.2,892.855,51.32,991.274524
2,27,14,713,159,30.5,3.2,0.2,725.429,47.009,825.155437
2,27,15,618,131,29.1,2.7,0.2,507.858,41.718,593.370295
2,27,16,416,91,25.7,1.7,0.2,250.898,33.193,283.212625
2,27,17,49,18,22.5,1.3,0.2,26.994,23.293,15.46039
2,27,18,0,0,21.5,1.3,0.2,0,21.5,0
2,27,19,0,0,20.7,1.2,0.2,0,20.7,0
2,27,20,0,0,19.9,1.1,0.2,0,19.9,0
2,27,21,0,0,19.3,1.1,0.2,0,19.3,0
2,27,22,0,0,18.9,1.1,0.2,0,18.9,0
2,27,23,0,0,18.6,1.1,0.2,0,18.6,0
2,28,0,0,0,18.3,1.1,0.2,0,18.3,0
2,28,1,0,0,18.1,1,0.2,0,18.1,0
2,28,2,0,0,18,1,0.2,0,18,0
2,28,3,0,0,17.8,0.9,0.2,0,17.8,0
2,28,4,0,0,17.6,0.9,0.2,0,17.6,0
2,28,5,0,0,17.5,1,0.2,0,17.5,0
2,28,6,21,15,19.1,1.1,0.2,18.057,19.629,6.754848
2,28,7,148,101,22.3,0.8,0.2,156.883,28.128,177.49064
2,28,8,164,196,25.4,1.4,0.2,298.573,35.014,348.310006
2,28,9,221,283,27.6,2.5,0.2,464.241,39.492,534.719984
2,28,10,257,347,29,2.8,0.2,604.411,43.644,683.517838
2,28,11,275,381,29.9,2.9,0.2,677.532,46.019,757.361192
2,28,12,272,382,30,3,0.2,676.199,45.816,756.374081
2,28,13,256,349,29.8,3,0.2,606.832,44.006,685.069982
2,28,14,220,287,29.3,3,0.2,469.232,40.306,538.526073
2,28,15,531,160,27.8,2.3,0.2,485.854,40.785,567.99174
2,28,16,339,106,24.6,1.4,0.2,239.138,32.245,271.582371
2,28,17,31,17,21.6,1.1,0.2,21.77,22.274,11.351564
2,28,18,0,0,20.4,1.1,0.2,0,20.4,0
2,28,19,0,0,19.4,1.1,0.2,0,19.4,0
2,28,20,0,0,18.5,1.1,0.2,0,18.5,0
2,28,21,0,0,17.8,1.2,0.2,0,17.8,0
2,28,22,0,0,17.5,1.2,0.2,0,17.5,0
2,28,23,0,0,17.4,1.2,0.2,0,17.4,0
3,1,0,0,0,17.4,1.2,0.2,0,17.4,0
3,1,1,0,0,17.6,1.1,0.2,0,17.6,0
3,1,2,0,0,17.6,0.9,0.2,0,17.6,0
3,1,3,0,0,17.4,0.9,0.2,0,17.4,0
3,1,4,0,0,17.2,0.9,0.2,0,17.2,0
3,1,5,0,0,9.7,1.2,0.2,0,9.7,0
3,1,6,139,20,11.1,1.2,0.2,41.801,12.218,21.990708
3,1,7,615,68,14,1.6,0.2,294.617,22.965,345.64698
3,1,8,801,92,17.2,2.5,0.2,565.689,31.782,691.62641
3,1,9,893,104,20.2,3.4,0.2,796.276,37.762,943.317997
3,1,10,936,111,22.6,3.9,0.2,952.863,42.041,1100.632661
3,1,11,934,126,24.2,4.3,0.2,1030.361,44.041,1174.802602
3,1,12,944,121,25,4.5,0.2,1035.617,44.406,1179.030174
3,1,13,67,630,25.1,4.6,0.2,741.419,38.744,850.407987
3,1,14,219,419,24.3,4.3,0.2,614.015,36.109,719.389733
3,1,15,232,277,22.5,3.1,0.2,427.754,32.395,511.050957
3,1,16,619,70,19.1,2,0.2,303.609,27.604,352.000473
3,1,17,167,22,16.2,1.8,0.2,49.987,17.475,33.13283
3,1,18,0,0,14.9,1.8,0.2,0,14.9,0
3,1,19,0,0,14,1.8,0.2,0,14,0
3,1,20,0,0,13.3,1.7,0.2,0,13.3,0
3,1,21,0,0,12.8,1.5,0.2,0,12.8,0
3,1,22,0,0,12.4,1.4,0.2,0,12.4,0
3,1,23,0,0,11.6,1.3,0.2,0,11.6,0
3,2,0,0,0,10.8,1.3,0.2,0,10.8,0
3,2,1,0,0,10.3,1.2,0.2,0,10.3,0
3,2,2,0,0,10.1,1,0.2,0,10.1,0
3,2,3,0,0,10,0.8,0.2,0,10,0
3,2,4,0,0,9.9,0.7,0.2,0,9.9,0
3,2,5,0,0,9.7,0.9,0.2,0,9.7,0
3,2,6,203,20,11.3,1,0.2,51.885,12.804,30.985482
3,2,7,660,62,14.3,1,0.2,305.316,25.005,355.812752
3,2,8,830,83,17.3,1.4,0.2,574.412,35.86,691.327202
3,2,9,912,96,20.1,2.3,0.2,799.46,41.433,933.32544
3,2,10,949,104,22.3,2.9,0.2,958.658,45.208,1093.008104
3,2,11,969,107,24.1,3.3,0.2,1044.797,47.444,1174.808408
3,2,12,970,107,25.2,3.5,0.2,1046.73,47.861,1174.851717
3,2,13,954,103,25.6,3.5,0.2,964.815,46.507,1093.934481
3,2,14,846,119,25.2,3.3,0.2,783.012,42.74,908.003396
3,2,15,764,102,23.4,2.5,0.2,563.17,37.912,670.916201
3,2,16,591,74,19.9,1.7,0.2,297.966,28.788,343.984853
3,2,17,157,22,17,1.6,0.2,48.707,18.319,33.401426
3,2,18,0,0,15.9,1.5,0.2,0,15.9,0
3,2,19,0,0,15.3,1.4,0.2,0,15.3,0
3,2,20,0,0,15,1.1,0.2,0,15,0
3,2,21,0,0,14.7,0.9,0.2,0,14.7,0
3,2,22,0,0,14.2,0.8,0.2,0,14.2,0
3,2,23,0,0,13.6,0.8,0.2,0,13.6,0
3,3,0,0,0,12.9,0.8,0.2,0,12.9,0
3,3,1,0,0,12.4,0.8,0.2,0,12.4,0
3,3,2,0,0,12.1,0.8,0.2,0,12.1,0
3,3,3,0,0,11.6,0.8,0.2,0,11.6,0
3,3,4,0,0,11.3,0.8,0.2,0,11.3,0
3,3,5,0,0,11,1,0.2,0,11,0
3,3,6,190,21,12.9,1.1,0.2,50.646,14.346,30.498598
3,3,7,638,66,16.3,1.1,0.2,303.118,26.672,351.611574
3,3,8,813,88,19.2,1.2,0.2,571.8,38.565,680.251974
3,3,9,900,100,21.7,1.8,0.2,801.004,45.325,919.820104
3,3,10,941,106,23.7,2.7,0.2,955.715,47.345,1079.758694
3,3,11,862,160,25.3,3.3,0.2,1009.334,47.839,1131.470382
3,3,12,872,153,26.1,3.5,0.2,1012.096,48,1133.939962
3,3,13,862,142,26.4,3.5,0.2,932.928,46.607,1055.951059
3,3,14,825,127,26,3.1,0.2,776.416,43.965,895.31924
3,3,15,746,106,24.4,2.2,0.2,557.554,39.604,659.212681
3,3,16,580,75,21.2,1.4,0.2,295.252,30.618,338.403436
3,3,17,152,24,18.6,1.3,0.2,49.361,20.029,33.551487
3,3,18,0,0,17.7,1.2,0.2,0,17.7,0
3,3,19,0,0,17.1,1.1,0.2,0,17.1,0
3,3,20,0,0,16.3,1,0.2,0,16.3,0
3,3,21,0,0,15.7,0.9,0.2,0,15.7,0
3,3,22,0,0,15.2,1,0.2,0,15.2,0
3,3,23,0,0,15.2,0.9,0.2,0,15.2,0
3,4,0,0,0,15.3,0.8,0.2,0,15.3,0
3,4,1,0,0,15,0.7,0.2,0,15,0
3,4,2,0,0,14.5,0.6,0.2,0,14.5,0
3,4,3,0,0,14.1,0.8,0.2,0,14.1,0
3,4,4,0,0,14.1,0.8,0.2,0,14.1,0
3,4,5,0,0,14.2,1,0.2,0,14.2,0
3,4,6,118,23,15.9,0.9,0.2,41.974,17.204,25.735451
3,4,7,588,75,18.5,0.8,0.2,295.996,29.45,340.278503
3,4,8,768,101,20.8,1.3,0.2,562.835,39.406,666.352481
3,4,9,0,649,23.1,2,0.2,686.908,42.418,779.484412
3,4,10,0,782,25.2,2.5,0.2,828.963,46.326,919.631826
3,4,11,0,800,26.6,2.9,0.2,843.105,46.595,930.928432
3,4,12,15,732,27.3,2.8,0.2,778.597,46.089,861.723323
3,4,13,885,130,27.4,2.6,0.2,941.559,51.107,1045.945125
3,4,14,813,130,27.1,2.2,0.2,771.24,48.067,873.979445
3,4,15,728,111,25.8,1.6,0.2,552.903,42.867,644.517719
3,4,16,547,80,23.1,1.2,0.2,288.651,32.756,328.070735
3,4,17,129,24,21,1.1,0.2,46.295,22.433,32.257576
3,4,18,0,0,20.3,1,0.2,0,20.3,0
3,4,19,0,0,19.7,0.9,0.2,0,19.7,0
3,4,20,0,0,18.6,0.9,0.2,0,18.6,0
3,4,21,0,0,17.7,1,0.2,0,17.7,0
3,4,22,0,0,17,1.1,0.2,0,17,0
3,4,23,0,0,16.6,1.1,0.2,0,16.6,0
3,5,0,0,0,16.3,1,0.2,0,16.3,0
3,5,1,0,0,16.2,0.9,0.2,0,16.2,0
3,5,2,0,0,16.1,0.9,0.2,0,16.1,0
3,5,3,0,0,15.8,0.9,0.2,0,15.8,0
3,5,4,0,0,15.6,0.9,0.2,0,15.6,0
3,5,5,0,0,15.5,1,0.2,0,15.5,0
3,5,6,140,25,17.3,0.9,0.2,47.539,18.814,31.883238
3,5,7,564,78,20.4,0.6,0.2,291.694,31.807,332.561893
3,5,8,744,106,23.1,1,0.2,555.931,42.874,648.256379
3,5,9,829,123,25.2,1.9,0.2,775.659,47.595,880.891707
3,5,10,874,135,26.6,2.3,0.2,937.509,51.554,1039.181788
3,5,11,836,166,27.4,2.5,0.2,993.872,52.852,1090.360646
3,5,12,839,165,27.8,2.6,0.2,995.94,52.845,1092.651665
3,5,13,820,157,27.7,2.6,0.2,913.535,50.694,1015.644588
3,5,14,765,147,27.3,2.4,0.2,756.379,47.088,859.677703
3,5,15,674,124,25.9,1.8,0.2,535.586,41.73,626.155731
3,5,16,491,87,23,1.3,0.2,273.987,31.954,312.286208
3,5,17,103,23,20.4,1.2,0.2,41.68,21.68,29.849642
3,5,18,0,0,19.3,1.2,0.2,0,19.3,0
3,5,19,0,0,18.4,1.2,0.2,0,18.4,0
3,5,20,0,0,17.5,1.2,0.2,0,17.5,0
3,5,21,0,0,16.8,1.2,0.2,0,16.8,0
3,5,22,0,0,16.5,1.2,0.2,0,16.5,0
3,5,23,0,0,16.4,1.2,0.2,0,16.4,0
3,6,0,0,0,16.2,1.1,0.2,0,16.2,0
3,6,1,0,0,15.6,1.1,0.2,0,15.6,0
3,6,2,0,0,15.1,1.1,0.2,0,15.1,0
3,6,3,0,0,14.6,1.2,0.2,0,14.6,0
3,6,4,0,0,14.5,1.2,0.2,0,14.5,0
3,6,5,0,0,14.6,1.1,0.2,0,14.6,0
3,6,6,132,25,16.8,1,0.2,46.077,18.237,31.203871
3,6,7,534,82,20,0.9,0.2,286.127,30.322,328.668583
3,6,8,719,111,22.5,1.4,0.2,548.294,40.202,645.833007
3,6,9,814,128,24.7,2.3,0.2,771.235,45.265,883.927159
3,6,10,861,139,26.5,3,0.2,931.921,48.38,1046.490596
3,6,11,911,130,27.6,3.4,0.2,1021.146,50.046,1134.402702
3,6,12,912,129,28,3.6,0.2,1021.07,49.758,1135.710132
3,6,13,892,125,28,3.6,0.2,944.512,48.144,1062.019228
3,6,14,841,118,27.4,3.2,0.2,781.369,45.184,896.214374
3,6,15,756,101,25.8,2.4,0.2,559.228,40.477,658.607105
3,6,16,584,76,22.6,1.5,0.2,298.152,31.899,340.439479
3,6,17,163,26,19.6,1.3,0.2,52.378,21.14,37.435197
3,6,18,0,0,18.3,1.3,0.2,0,18.3,0
3,6,19,0,0,17.7,1.3,0.2,0,17.7,0
3,6,20,0,0,17.2,1.1,0.2,0,17.2,0
3,6,21,0,0,16.8,1,0.2,0,16.8,0
3,6,22,0,0,16.3,1,0.2,0,16.3,0
3,6,23,0,0,15.9,1,0.2,0,15.9,0
3,7,0,0,0,15.5,1,0.2,0,15.5,0
3,7,1,0,0,15,1,0.2,0,15,0
3,7,2,0,0,14.5,1,0.2,0,14.5,0
3,7,3,0,0,14.1,1,0.2,0,14.1,0
3,7,4,0,0,13.9,1,0.2,0,13.9,0
3,7,5,0,0,13.7,0.9,0.2,0,13.7,0
3,7,6,158,27,15.8,1,0.2,52.237,17.453,38.019347
3,7,7,573,79,19.1,1.1,0.2,298.359,29.331,344.853355
3,7,8,750,105,21.9,1.4,0.2,561.506,40.029,662.265705
3,7,9,841,120,24.2,1.9,0.2,785.139,46.866,894.006289
3,7,10,888,129,26,2.5,0.2,946.936,50.276,1054.892057
3,7,11,856,160,27.2,2.8,0.2,1009.606,51.703,1112.554512
3,7,12,855,159,27.9,3,0.2,1007.378,51.526,1110.989211
3,7,13,835,152,28,3,0.2,923.565,49.68,1030.865031
3,7,14,780,141,27.7,2.8,0.2,762.55,46.258,869.563938
3,7,15,693,120,26.3,2.1,0.2,543.092,41.396,635.916874
3,7,16,515,86,23.2,1.4,0.2,283.455,32.251,323.255979
3,7,17,129,25,20.3,1.3,0.2,46.791,21.699,34.143721
3,7,18,0,0,19.2,1.3,0.2,0,19.2,0
3,7,19,0,0,18.5,1.2,0.2,0,18.5,0
3,7,20,0,0,17.8,1.1,0.2,0,17.8,0
3,7,21,0,0,17.2,1,0.2,0,17.2,0
3,7,22,0,0,16.8,1,0.2,0,16.8,0
3,7,23,0,0,16.4,1,0.2,0,16.4,0
3,8,0,0,0,15.9,1.2,0.2,0,15.9,0
3,8,1,0,0,15.4,1.2,0.2,0,15.4,0
3,8,2,0,0,15.2,1.2,0.2,0,15.2,0
3,8,3,0,0,15.3,1,0.2,0,15.3,0
3,8,4,0,0,15.3,0.9,0.2,0,15.3,0
3,8,5,0,0,15.8,0.7,0.2,0,15.8,0
3,8,6,133,28,17.5,0.8,0.2,49.588,19.17,36.49341
3,8,7,512,91,20.2,1.3,0.2,287.728,29.609,332.722335
3,8,8,682,126,22.7,1.9,0.2,545.41,38.484,645.950354
3,8,9,769,149,25,2.4,0.2,765.178,45.014,876.553359
3,8,10,816,164,26.8,2.8,0.2,921.253,49.175,1029.823558
3,8,11,765,209,27.9,2.9,0.2,980.975,51.288,1081.284372
3,8,12,775,203,28.4,2.9,0.2,983.776,51.856,1081.953803
3,8,13,759,191,28.4,2.8,0.2,902.277,50.308,1002.958598
3,8,14,734,162,28,2.7,0.2,750.296,46.578,853.442211
3,8,15,644,135,26.7,2.1,0.2,530.289,41.436,619.769935
3,8,16,473,95,23.8,1.4,0.2,275.881,32.613,314.322791
3,8,17,106,27,21.3,1.1,0.2,43.682,22.689,32.565839
3,8,18,0,0,20.3,1.1,0.2,0,20.3,0
3,8,19,0,0,19.5,1,0.2,0,19.5,0
3,8,20,0,0,18.6,1,0.2,0,18.6,0
3,8,21,0,0,17.9,1.1,0.2,0,17.9,0
3,8,22,0,0,17.5,1.1,0.2,0,17.5,0
3,8,23,0,0,17.2,1.1,0.2,0,17.2,0
3,9,0,0,0,17.1,1.1,0.2,0,17.1,0
3,9,1,0,0,17,1.1,0.2,0,17,0
3,9,2,0,0,17.1,1.1,0.2,0,17.1,0
3,9,3,0,0,17.3,1,0.2,0,17.3,0
3,9,4,0,0,17.3,0.9,0.2,0,17.3,0
3,9,5,0,0,17.2,0.8,0.2,0,17.2,0
3,9,6,136,32,18.7,0.8,0.2,54.688,20.573,42.832169
3,9,7,530,92,21.3,1,0.2,298.068,31.792,342.504106
3,9,8,707,124,23.7,1.9,0.2,559.495,39.892,659.137262
3,9,9,793,144,26,2.8,0.2,779.828,44.976,893.523392
3,9,10,833,158,27.9,3.3,0.2,931.799,48.718,1043.487869
3,9,11,861,160,28.8,3.4,0.2,1017.232,51.149,1122.990873
3,9,12,859,161,28.9,3.2,0.2,1015.667,51.941,1117.538989
3,9,13,832,156,28.4,2.7,0.2,926.824,51.31,1026.847452
3,9,14,224,421,27.8,2.2,0.2,616.519,44.492,696.837434
3,9,15,655,135,26.5,1.5,0.2,536.922,43.435,622.425412
3,9,16,201,151,24.3,1,0.2,229.489,32.405,262.783971
3,9,17,91,30,23,0.9,0.2,44.443,24.496,33.567232
3,9,18,0,0,22.6,0.8,0.2,0,22.6,0
3,9,19,0,0,21.9,1,0.2,0,21.9,0
3,9,20,0,0,20.4,1.2,0.2,0,20.4,0
3,9,21,0,0,19.1,1.4,0.2,0,19.1,0
3,9,22,0,0,18.3,1.5,0.2,0,18.3,0
3,9,23,0,0,17.7,1.5,0.2,0,17.7,0
3,10,0,0,0,17.2,1.5,0.2,0,17.2,0
3,10,1,0,0,16.8,1.5,0.2,0,16.8,0
3,10,2,0,0,16.4,1.5,0.2,0,16.4,0
3,10,3,0,0,16,1.5,0.2,0,16,0
3,10,4,0,0,15.9,1.5,0.2,0,15.9,0
3,10,5,0,0,16.3,1.6,0.2,0,16.3,0
3,10,6,42,32,18.1,1.7,0.2,38.609,19.199,31.259783
3,10,7,197,158,20.8,2.2,0.2,236.755,27.214,278.162126
3,10,8,216,298,23.2,3.1,0.2,439.571,33.36,521.950804
3,10,9,581,238,25.4,3.6,0.2,712.976,40.609,827.659848
3,10,10,0,744,27.4,3.7,0.2,775.765,43.591,868.840614
3,10,11,0,794,28.8,3.6,0.2,827.984,46.328,913.940483
3,10,12,0,792,29.4,3.4,0.2,825.726,47.432,907.307968
3,10,13,0,722,29.5,3.1,0.2,750.72,46.725,829.903524
3,10,14,584,229,29.1,2.5,0.2,702.739,47.124,794.422003
3,10,15,455,199,28.1,1.7,0.2,483.332,42.67,558.024994
3,10,16,251,136,26.6,0.9,0.2,234.573,35.094,265.056183
3,10,17,12,22,25.5,0.5,0.2,22.827,26.387,15.600398
3,10,18,0,0,24.4,0.6,0.2,0,24.4,0
3,10,19,0,0,23,0.9,0.2,0,23,0
3,10,20,0,0,22,1.1,0.2,0,22,0
3,10,21,0,0,21.1,1.2,0.2,0,21.1,0
3,10,22,0,0,20.5,1.2,0.2,0,20.5,0
3,10,23,0,0,19.9,1.3,0.2,0,19.9,0
3,11,0,0,0,19.3,1.3,0.2,0,19.3,0
3,11,1,0,0,18.9,1.3,0.2,0,18.9,0
3,11,2,0,0,18.6,1.2,0.2,0,18.6,0
3,11,3,0,0,18.4,1.2,0.2,0,18.4,0
3,11,4,0,0,18.3,1.2,0.2,0,18.3,0
3,11,5,0,0,17.5,1.2,0.2,0,17.5,0
3,11,6,18,31,19.2,1.2,0.2,32.951,20.269,27.115936
3,11,7,263,143,22.7,1.4,0.2,248.723,30.674,288.026368
3,11,8,460,207,25.9,1.5,0.2,498.539,41.602,578.180543
3,11,9,579,242,28,1.7,0.2,716.623,49.543,801.327901
3,11,10,107,617,29.1,2.1,0.2,751.414,49.779,822.5928
3,11,11,26,741,29.4,2.4,0.2,791.808,49.932,861.315503
3,11,12,41,724,29.3,2.5,0.2,787.194,49.34,858.895389
3,11,13,0,762,29.1,2.3,0.2,795.21,50.13,866.694857
3,11,14,637,210,28.7,1.9,0.2,726.207,49.638,813.134174
3,11,15,536,175,27.7,1.3,0.2,506.151,44.405,581.808032
3,11,16,346,123,25.8,0.9,0.2,255.057,35.024,288.300974
3,11,17,40,30,24.1,0.7,0.2,35.984,25.413,28.260258
3,11,18,0,0,23.6,0.7,0.2,0,23.6,0
3,11,19,0,0,22.6,0.8,0.2,0,22.6,0
3,11,20,0,0,21.3,0.9,0.2,0,21.3,0
3,11,21,0,0,20.1,1,0.2,0,20.1,0
3,11,22,0,0,19.2,1.1,0.2,0,19.2,0
3,11,23,0,0,18.1,1.3,0.2,0,18.1,0
3,12,0,0,0,17.4,1.3,0.2,0,17.4,0
3,12,1,0,0,17.6,1.3,0.2,0,17.6,0
3,12,2,0,0,18.3,1.1,0.2,0,18.3,0
3,12,3,0,0,18.7,1,0.2,0,18.7,0
3,12,4,0,0,18.7,0.9,0.2,0,18.7,0
3,12,5,0,0,18.3,1,0.2,0,18.3,0
3,12,6,64,37,18.8,0.9,0.2,46.549,20.405,39.45289
3,12,7,200,163,20.7,0.9,0.2,243.338,29.526,283.869078
3,12,8,217,304,23.5,0.6,0.2,446.551,41.105,513.505043
3,12,9,222,430,26.7,0.8,0.2,625.236,49.956,689.907524
3,12,10,137,588,28.6,1.6,0.2,744.425,51.347,810.06784
3,12,11,75,693,28.9,1.9,0.2,811.785,52.133,876.105872
3,12,12,88,678,28.6,2.1,0.2,806.878,50.779,876.266658
3,12,13,150,572,28.3,2.1,0.2,737.266,48.597,812.189282
3,12,14,579,232,28,2,0.2,702.365,47.834,791.199042
3,12,15,479,191,26.9,1.7,0.2,489.156,41.647,567.4621
3,12,16,193,156,24.1,1.3,0.2,231.003,31.683,265.665282
3,12,17,34,28,21.4,1.1,0.2,32.865,22.48,25.542536
3,12,18,0,0,20.2,1.1,0.2,0,20.2,0
3,12,19,0,0,19.6,1.1,0.2,0,19.6,0
3,12,20,0,0,19.1,1,0.2,0,19.1,0
3,12,21,0,0,18.5,0.9,0.2,0,18.5,0
3,12,22,0,0,17.9,1,0.2,0,17.9,0
3,12,23,0,0,17.5,1.1,0.2,0,17.5,0
3,13,0,0,0,17.5,1.1,0.2,0,17.5,0
3,13,1,0,0,17.6,1,0.2,0,17.6,0
3,13,2,0,0,17.6,1,0.2,0,17.6,0
3,13,3,0,0,17.4,0.9,0.2,0,17.4,0
3,13,4,0,0,17.3,0.9,0.2,0,17.3,0
3,13,5,0,0,17.6,0.9,0.2,0,17.6,0
3,13,6,49,36,19.2,0.8,0.2,43.263,20.74,36.760652
3,13,7,196,166,21.8,0.7,0.2,245.097,31.179,284.256789
3,13,8,214,307,24.2,0.7,0.2,447.938,41.373,514.342835
3,13,9,611,221,26.3,1.1,0.2,721.629,51.216,801.47772
3,13,10,665,244,28,1.5,0.2,879.734,55.59,953.219849
3,13,11,87,683,29,1.8,0.2,810.835,52.696,873.112711
3,13,12,88,680,29.3,1.9,0.2,808.186,52.432,871.348289
3,13,13,158,565,29.1,2,0.2,735.792,49.767,806.604717
3,13,14,222,418,28.5,1.9,0.2,609.866,46.031,684.179131
3,13,15,201,299,27.1,1.3,0.2,429.076,41.224,492.524712
3,13,16,184,158,25.2,0.9,0.2,229.54,33.521,261.990077
3,13,17,44,31,24.1,0.8,0.2,37.178,25.421,29.484812
3,13,18,0,0,23.6,0.7,0.2,0,23.6,0
3,13,19,0,0,23.1,0.8,0.2,0,23.1,0
3,13,20,0,0,22.2,1,0.2,0,22.2,0
3,13,21,0,0,21.1,1.1,0.2,0,21.1,0
3,13,22,0,0,20,1.1,0.2,0,20,0
3,13,23,0,0,19.4,1.1,0.2,0,19.4,0
3,14,0,0,0,19,1.2,0.2,0,19,0
3,14,1,0,0,18.6,1.2,0.2,0,18.6,0
3,14,2,0,0,18.1,1.2,0.2,0,18.1,0
3,14,3,0,0,17.7,1.3,0.2,0,17.7,0
3,14,4,0,0,17.6,1.3,0.2,0,17.6,0
3,14,5,0,0,17.7,1.3,0.2,0,17.7,0
3,14,6,28,35,19.7,1.5,0.2,38.15,20.858,32.928825
3,14,7,236,151,22.7,2.1,0.2,247.828,29.547,289.114127
3,14,8,212,310,25.4,2.9,0.2,449.905,36.151,527.735077
3,14,9,222,433,27.5,3.4,0.2,628.157,41.282,718.423029
3,14,10,0,739,28.6,3.5,0.2,764.976,45.057,850.662869
3,14,11,103,668,28.9,3.3,0.2,808.188,46.844,892.320409
3,14,12,101,669,28.9,2.9,0.2,807.177,48.049,886.759306
3,14,13,160,564,28.8,2.3,0.2,735.753,48.283,811.534271
3,14,14,221,420,28.6,1.6,0.2,610.788,47.317,681.355261
3,14,15,204,301,27.7,1.1,0.2,432.54,42.642,493.596095
3,14,16,113,159,25.8,0.8,0.2,201.622,33.312,229.43867
3,14,17,5,15,23.8,0.7,0.2,14.994,24.357,8.566572
3,14,18,0,0,21.7,1,0.2,0,21.7,0
3,14,19,0,0,20,1.5,0.2,0,20,0
3,14,20,0,0,18.7,1.7,0.2,0,18.7,0
3,14,21,0,0,17.7,1.7,0.2,0,17.7,0
3,14,22,0,0,17,1.6,0.2,0,17,0
3,14,23,0,0,16.4,1.5,0.2,0,16.4,0
3,15,0,0,0,15.9,1.3,0.2,0,15.9,0
3,15,1,0,0,15.7,1.2,0.2,0,15.7,0
3,15,2,0,0,16,1.1,0.2,0,16,0
3,15,3,0,0,16.5,1.1,0.2,0,16.5,0
3,15,4,0,0,16.8,1,0.2,0,16.8,0
3,15,5,0,0,17,0.9,0.2,0,0,0
3,15,6,45,38,18.6,0.9,0.2,44.664,20.166,39.896632
3,15,7,286,147,21.4,1.1,0.2,262.992,30.462,306.207514
3,15,8,468,209,24,1.4,0.2,508.756,40.388,592.612551
3,15,9,587,241,25.9,1.7,0.2,725.819,47.713,817.172551
3,15,10,655,257,26.8,2,0.2,885.79,51.763,974.855124
3,15,11,769,214,27.4,2.2,0.2,997.64,54.412,1083.231554
3,15,12,764,216,27.6,2.4,0.2,992.769,53.474,1082.385782
3,15,13,733,210,27.5,2.5,0.2,902.794,50.617,1000.249833
3,15,14,739,164,27.1,2.5,0.2,758.572,46.566,861.677515
3,15,15,644,141,26.1,2.3,0.2,537.133,40.45,629.461947
3,15,16,467,104,23.4,1.7,0.2,282.255,31.838,323.554634
3,15,17,111,36,20.5,1.3,0.2,51.479,22.085,42.059928
3,15,18,0,0,19,1.4,0.2,0,19,0
3,15,19,0,0,18.3,1.6,0.2,0,18.3,0
3,15,20,0,0,17.7,1.6,0.2,0,17.7,0
3,15,21,0,0,17.2,1.6,0.2,0,17.2,0
3,15,22,0,0,16.6,1.5,0.2,0,16.6,0
3,15,23,0,0,16.2,1.4,0.2,0,16.2,0
3,16,0,0,0,15.9,1.3,0.2,0,15.9,0
3,16,1,0,0,15.8,1.2,0.2,0,15.8,0
3,16,2,0,0,15.6,1.1,0.2,0,15.6,0
3,16,3,0,0,15.2,1,0.2,0,15.2,0
3,16,4,0,0,14.9,1,0.2,0,14.9,0
3,16,5,0,0,15.4,0.9,0.2,0,0,0
3,16,6,144,46,17.7,0.8,0.2,67.774,20.096,61.087196
3,16,7,203,175,20.8,0.9,0.2,257.517,30.144,301.076147
3,16,8,208,323,23.5,1.3,0.2,461.278,38.677,535.371711
3,16,9,211,454,25.4,2,0.2,641.863,43.468,726.971135
3,16,10,99,638,26.5,2.4,0.2,763.724,46.329,847.081458
3,16,11,31,750,27,2.5,0.2,801.745,47.402,880.677795
3,16,12,34,744,27,2.6,0.2,797.996,46.941,878.439644
3,16,13,113,618,26.7,2.4,0.2,752.878,46.252,835.990892
3,16,14,220,436,26.2,2.2,0.2,626.299,43.149,710.81963
3,16,15,220,303,25,1.7,0.2,443.184,38.331,515.336596
3,16,16,199,162,22.7,1.2,0.2,238.202,30.709,275.568191
3,16,17,93,36,20.5,1,0.2,49.062,22.139,40.816874
3,16,18,0,0,19.5,1.1,0.2,0,19.5,0
