Month,Day,Hour,Beam Irradiance (W/m2),Diffuse Irradiance (W/m2),Ambient Temperature (C),Wind Speed (m/s),Albedo,Plane of Array Irradiance (W/m2),Cell Temperature (C),AC System Output (kW)
1,1,0,0,0,7.6,1.2,0.2,0,7.6,0
1,1,1,0,0,7.5,1.2,0.2,0,7.5,0
1,1,2,0,0,7.6,1.2,0.2,0,7.6,0
1,1,3,0,0,7.7,1.2,0.2,0,7.7,0
1,1,4,0,0,7.8,1.2,0.2,0,7.8,0
1,1,5,0,0,11.8,1.3,0.2,0,11.8,0
1,1,6,0,0,12.5,1.2,0.2,0,0,0
1,1,7,126,53,15.3,1.2,0.2,105.167,18.787,114.44618
1,1,8,340,129,18.9,1.9,0.2,323.77,28.28,394.762984
1,1,9,477,175,21.3,2.7,0.2,530.655,34.476,637.668229
1,1,10,612,179,22.8,3.1,0.2,696.659,38.93,821.42697
1,1,11,751,144,23.7,3.2,0.2,813.05,42.212,945.411541
1,1,12,725,151,23.9,3,0.2,792.84,42.56,920.716497
1,1,13,660,153,23.7,2.8,0.2,692.882,40.592,813.5223
1,1,14,539,143,22.9,2.3,0.2,515.586,36.693,616.100964
1,1,15,274,107,20.7,1.5,0.2,251.654,28.627,299.899177
1,1,16,10,28,18.2,1,0.2,31.779,19.285,26.260319
1,1,17,0,0,17.2,1,0.2,0,17.2,0
1,1,18,0,0,17,0.8,0.2,0,17,0
1,1,19,0,0,16.8,0.5,0.2,0,16.8,0
1,1,20,0,0,16.3,0.5,0.2,0,16.3,0
1,1,21,0,0,15.4,0.8,0.2,0,15.4,0
1,1,22,0,0,14.3,1,0.2,0,14.3,0
1,1,23,0,0,13.4,1.1,0.2,0,13.4,0
1,2,0,0,0,12.8,1.1,0.2,0,12.8,0
1,2,1,0,0,12.6,1.1,0.2,0,12.6,0
1,2,2,0,0,12.4,1.1,0.2,0,12.4,0
1,2,3,0,0,12.3,1.2,0.2,0,12.3,0
1,2,4,0,0,12.1,1.2,0.2,0,12.1,0
1,2,5,0,0,12,1.2,0.2,0,12,0
1,2,6,0,0,12.7,1.1,0.2,0,0,0
1,2,7,85,48,15,1.3,0.2,81.363,17.636,86.994
1,2,8,265,147,18.1,1.5,0.2,306.35,27.768,372.447165
1,2,9,394,201,20.7,1.2,0.2,495.579,37.453,586.321313
1,2,10,531,210,22.3,1,0.2,667.49,45.978,762.898628
1,2,11,673,176,23.2,0.8,0.2,783.051,52.455,871.082193
1,2,12,680,171,23.5,0.5,0.2,777.982,55.105,856.137918
1,2,13,659,155,23.5,0.7,0.2,695.267,50.225,784.125021
1,2,14,609,125,22.9,1.1,0.2,544.261,41.789,638.446765
1,2,15,459,93,20.7,1.1,0.2,328.427,32.075,391.496103
1,2,16,163,35,17.7,1,0.2,92.671,20.804,86.10363
1,2,17,0,0,16.1,1.1,0.2,0,0,0
1,2,18,0,0,15.4,1.1,0.2,0,15.4,0
1,2,19,0,0,14.7,1,0.2,0,14.7,0
1,2,20,0,0,14.1,1.1,0.2,0,14.1,0
1,2,21,0,0,13.5,1.2,0.2,0,13.5,0
1,2,22,0,0,13.1,1.2,0.2,0,13.1,0
1,2,23,0,0,12.9,1.2,0.2,0,12.9,0
1,3,0,0,0,12.7,1.1,0.2,0,12.7,0
1,3,1,0,0,12.5,1.1,0.2,0,12.5,0
1,3,2,0,0,12.2,1.1,0.2,0,12.2,0
1,3,3,0,0,11.9,1.1,0.2,0,11.9,0
1,3,4,0,0,11.7,1.1,0.2,0,11.7,0
1,3,5,0,0,11.3,1.2,0.2,0,11.3,0
1,3,6,0,0,12.1,1.1,0.2,0,0,0
1,3,7,280,52,14.9,1.4,0.2,155.991,19.808,171.322876
1,3,8,552,96,18.4,1.5,0.2,402.928,31.137,491.5009
1,3,9,688,119,21.4,1.2,0.2,614.039,42.19,719.879485
1,3,10,753,132,23.6,1.8,0.2,759.759,46.028,872.620354
1,3,11,781,137,24.6,2.4,0.2,831.215,46.362,950.392083
1,3,12,781,135,25,2.7,0.2,823.074,45.405,945.286848
1,3,13,515,178,24.8,2.9,0.2,607.887,39.357,714.484685
1,3,14,277,170,24,2.9,0.2,371.714,32.91,444.240839
1,3,15,155,107,21.3,2,0.2,190.859,26.703,225.611695
1,3,16,12,33,17.9,1.2,0.2,38.841,19.166,34.135943
1,3,17,0,0,16.5,1.1,0.2,0,0,0
1,3,18,0,0,16.3,1,0.2,0,16.3,0
1,3,19,0,0,16,0.8,0.2,0,16,0
1,3,20,0,0,15.5,0.8,0.2,0,15.5,0
1,3,21,0,0,15,0.9,0.2,0,15,0
1,3,22,0,0,14.5,0.9,0.2,0,14.5,0
1,3,23,0,0,14,0.9,0.2,0,14,0
1,4,0,0,0,13.6,0.9,0.2,0,13.6,0
1,4,1,0,0,13.3,1,0.2,0,13.3,0
1,4,2,0,0,13.2,0.9,0.2,0,13.2,0
1,4,3,0,0,13.1,0.9,0.2,0,13.1,0
1,4,4,0,0,12.9,0.8,0.2,0,12.9,0
1,4,5,0,0,13,0.8,0.2,0,13,0
1,4,6,0,0,13.4,0.8,0.2,0,0,0
1,4,7,217,54,15.5,0.7,0.2,138.503,20.704,151.088265
1,4,8,470,110,18.6,0.8,0.2,374.226,32.637,451.836542
1,4,9,604,143,21.4,1.5,0.2,579.88,39.7,685.153784
1,4,10,661,165,23.4,2.2,0.2,723.551,43.088,839.562567
1,4,11,665,184,24.3,2.4,0.2,785.692,44.858,902.006171
1,4,12,654,186,24.7,2.6,0.2,773.748,44.216,890.840401
1,4,13,612,176,24.5,2.5,0.2,680.785,42.006,793.467319
1,4,14,528,151,23.7,2.2,0.2,520.424,37.89,618.483173
1,4,15,364,109,21.1,1.5,0.2,303.565,30.667,362.774028
1,4,16,105,35,18.1,1.1,0.2,73.155,20.518,68.792499
1,4,17,0,0,17,1.2,0.2,0,0,0
1,4,18,0,0,16.7,1,0.2,0,16.7,0
1,4,19,0,0,16.3,1,0.2,0,16.3,0
1,4,20,0,0,15.6,1,0.2,0,15.6,0
1,4,21,0,0,14.8,1.1,0.2,0,14.8,0
1,4,22,0,0,14.2,1.2,0.2,0,14.2,0
1,4,23,0,0,13.7,1.2,0.2,0,13.7,0
1,5,0,0,0,13.4,1.3,0.2,0,13.4,0
1,5,1,0,0,13,1.3,0.2,0,13,0
1,5,2,0,0,12.7,1.3,0.2,0,12.7,0
1,5,3,0,0,12.3,1.3,0.2,0,12.3,0
1,5,4,0,0,12.1,1.3,0.2,0,12.1,0
1,5,5,0,0,11.8,1.2,0.2,0,11.8,0
1,5,6,0,0,12.4,1.1,0.2,0,0,0
1,5,7,150,54,15,1.1,0.2,113.23,18.84,123.229184
1,5,8,367,129,18.5,1.2,0.2,336.248,29.888,407.935392
1,5,9,502,171,21.4,1.9,0.2,542.215,37.089,645.273407
1,5,10,551,204,23.3,2.8,0.2,676.779,39.782,793.808778
1,5,11,536,233,24.3,3.3,0.2,728.272,40.597,848.36019
1,5,12,562,221,24.9,3.7,0.2,733.185,40.322,855.886938
1,5,13,551,196,24.9,3.8,0.2,657.205,38.536,775.523747
1,5,14,504,160,24.3,3.4,0.2,515.932,35.703,618.012399
1,5,15,373,111,21.5,2.2,0.2,310.738,29.961,373.009544
1,5,16,121,37,17.9,1.4,0.2,80.02,20.368,76.745961
1,5,17,0,0,16,1.3,0.2,0,0,0
1,5,18,0,0,15.3,1.3,0.2,0,15.3,0
1,5,19,0,0,14.7,1.2,0.2,0,14.7,0
1,5,20,0,0,14.2,1.1,0.2,0,14.2,0
1,5,21,0,0,14,1.1,0.2,0,14,0
1,5,22,0,0,14,1.1,0.2,0,14,0
1,5,23,0,0,13.9,1.2,0.2,0,13.9,0
1,6,0,0,0,13.5,1.3,0.2,0,13.5,0
1,6,1,0,0,13,1.3,0.2,0,13,0
1,6,2,0,0,12.3,1.3,0.2,0,12.3,0
1,6,3,0,0,11.7,1.3,0.2,0,11.7,0
1,6,4,0,0,11.4,1.3,0.2,0,11.4,0
1,6,5,0,0,10.9,1.4,0.2,0,10.9,0
1,6,6,0,0,11.8,1.3,0.2,0,0,0
1,6,7,121,54,15,1.9,0.2,104.164,17.952,113.43331
1,6,8,326,136,19,2.6,0.2,323.338,27.181,395.478058
1,6,9,455,187,21.9,2.9,0.2,527.857,34.555,633.511006
1,6,10,504,223,23.7,3.4,0.2,660.74,38.264,778.674756
1,6,11,484,257,24.5,3.7,0.2,710.962,39.446,830.826078
1,6,12,466,262,24.7,4,0.2,698.177,38.742,818.062562
1,6,13,415,246,24.4,4,0.2,600.034,36.48,710.793433
1,6,14,324,205,23.5,3.5,0.2,443.886,33.147,532.738076
1,6,15,195,133,20.7,2.3,0.2,241.757,27.154,289.455025
1,6,16,40,29,17.6,1.5,0.2,43.752,18.932,39.765743
1,6,17,0,0,16.3,1.4,0.2,0,0,0
1,6,18,0,0,15.8,1.4,0.2,0,15.8,0
1,6,19,0,0,15.3,1.4,0.2,0,15.3,0
1,6,20,0,0,14.9,1.4,0.2,0,14.9,0
1,6,21,0,0,14.6,1.3,0.2,0,14.6,0
1,6,22,0,0,14.2,1.2,0.2,0,14.2,0
1,6,23,0,0,13.8,1.1,0.2,0,13.8,0
1,7,0,0,0,13.4,1.2,0.2,0,13.4,0
1,7,1,0,0,12.9,1.4,0.2,0,12.9,0
1,7,2,0,0,12.4,1.9,0.2,0,12.4,0
1,7,3,0,0,11.9,2.5,0.2,0,11.9,0
1,7,4,0,0,11.6,2.9,0.2,0,11.6,0
1,7,5,0,0,11.2,3.5,0.2,0,11.2,0
1,7,6,0,0,11.3,3.7,0.2,0,0,0
1,7,7,32,43,12,3.7,0.2,54.514,13.131,57.126973
1,7,8,98,129,13,3.8,0.2,192.359,16.994,237.341213
1,7,9,157,205,13.8,4.1,0.2,331.113,20.373,411.394414
1,7,10,196,260,14.5,4.4,0.2,440.382,22.869,543.227634
1,7,11,216,295,15,4.6,0.2,507.603,24.382,622.513957
1,7,12,219,299,15.2,4.3,0.2,513.757,25.09,628.704393
1,7,13,205,298,15,3.8,0.2,489.466,25.131,600.336769
1,7,14,158,257,14.5,3,0.2,391.244,23.704,482.675677
1,7,15,83,143,13.6,2.3,0.2,195.633,18.819,238.935386
1,7,16,12,24,12.8,2,0.2,26.804,13.539,22.80546
1,7,17,0,0,12.2,2,0.2,0,0,0
1,7,18,0,0,11.5,1.8,0.2,0,11.5,0
1,7,19,0,0,10.7,1.6,0.2,0,10.7,0
1,7,20,0,0,10,1.4,0.2,0,10,0
1,7,21,0,0,9.5,1.3,0.2,0,9.5,0
1,7,22,0,0,9.2,1.3,0.2,0,9.2,0
1,7,23,0,0,8.9,1.2,0.2,0,8.9,0
1,8,0,0,0,8.8,1.2,0.2,0,8.8,0
1,8,1,0,0,8.7,1.2,0.2,0,8.7,0
1,8,2,0,0,8.5,1.2,0.2,0,8.5,0
1,8,3,0,0,8.2,1.2,0.2,0,8.2,0
1,8,4,0,0,8.1,1.2,0.2,0,8.1,0
1,8,5,0,0,7.9,1.2,0.2,0,7.9,0
1,8,6,0,0,8.7,1.1,0.2,0,0,0
1,8,7,87,58,11.1,1.4,0.2,94.612,14.096,104.49631
1,8,8,253,160,14,1.8,0.2,314.111,23.282,388.654187
1,8,9,362,235,16.2,2,0.2,512.385,30.71,622.168259
1,8,10,367,256,17.6,2.3,0.2,580.934,33.08,695.631394
1,8,11,536,248,18.4,2.3,0.2,745.97,38.274,876.678434
1,8,12,564,241,18.7,2.1,0.2,759.017,39.728,887.551746
1,8,13,533,222,18.7,1.8,0.2,674.551,38.592,794.927761
1,8,14,453,190,18.4,1.4,0.2,518.287,35.123,620.995678
1,8,15,310,135,16.9,0.9,0.2,305.128,28.021,368.971055
1,8,16,93,45,14.8,0.8,0.2,79.346,17.671,80.026449
1,8,17,0,0,13.1,1,0.2,0,0,0
1,8,18,0,0,12,1.1,0.2,0,12,0
1,8,19,0,0,11.2,1.1,0.2,0,11.2,0
1,8,20,0,0,10.5,1.1,0.2,0,10.5,0
1,8,21,0,0,9.9,1.2,0.2,0,9.9,0
1,8,22,0,0,9.4,1.2,0.2,0,9.4,0
1,8,23,0,0,8.9,1.2,0.2,0,8.9,0
1,9,0,0,0,8.6,1.2,0.2,0,8.6,0
1,9,1,0,0,8.3,1.2,0.2,0,8.3,0
1,9,2,0,0,8.2,1.2,0.2,0,8.2,0
1,9,3,0,0,8,1.1,0.2,0,8,0
1,9,4,0,0,7.9,1.1,0.2,0,7.9,0
1,9,5,0,0,7.3,1.1,0.2,0,7.3,0
1,9,6,0,0,8.1,1,0.2,0,0,0
1,9,7,221,58,10.8,1.2,0.2,139.206,15.395,154.8779
1,9,8,417,118,14,1.3,0.2,354.531,25.726,438.517682
1,9,9,557,158,16.4,1.4,0.2,564.474,34.618,679.609993
1,9,10,675,176,17.8,1.8,0.2,747.327,39.848,878.320095
1,9,11,661,200,18.7,2.1,0.2,801.932,40.926,934.703569
1,9,12,666,197,19.1,2.4,0.2,799.807,40.024,935.976695
1,9,13,639,182,19.1,2.6,0.2,713.619,37.116,848.071839
1,9,14,568,155,18.4,2.6,0.2,556.12,32.467,676.048565
1,9,15,421,115,16.1,2,0.2,341.253,25.775,419.19168
1,9,16,159,45,12.8,1.4,0.2,100.896,15.938,104.283061
1,9,17,0,0,10.9,1.4,0.2,0,0,0
1,9,18,0,0,10.1,1.4,0.2,0,10.1,0
1,9,19,0,0,9.4,1.4,0.2,0,9.4,0
1,9,20,0,0,8.8,1.4,0.2,0,8.8,0
1,9,21,0,0,8.3,1.3,0.2,0,8.3,0
1,9,22,0,0,7.8,1.3,0.2,0,7.8,0
1,9,23,0,0,7.4,1.2,0.2,0,7.4,0
1,10,0,0,0,7,1.2,0.2,0,7,0
1,10,1,0,0,6.7,1.2,0.2,0,6.7,0
1,10,2,0,0,6.5,1.2,0.2,0,6.5,0
1,10,3,0,0,6.3,1.1,0.2,0,6.3,0
1,10,4,0,0,6.3,1.1,0.2,0,6.3,0
1,10,5,0,0,6.1,0.9,0.2,0,6.1,0
1,10,6,0,0,6.9,0.8,0.2,0,0,0
1,10,7,264,56,9.2,0.8,0.2,153.368,14.797,171.541227
1,10,8,535,109,12.3,1.3,0.2,404.168,25.674,503.097959
1,10,9,677,137,15.4,2.1,0.2,625.149,32.783,760.615958
1,10,10,760,148,17.5,2.8,0.2,784.992,36.632,935.827703
1,10,11,806,147,18.5,3.3,0.2,868.517,37.955,1026.483507
1,10,12,809,145,18.9,3.6,0.2,865.367,37.397,1025.366206
1,10,13,769,140,18.7,3.8,0.2,773.648,34.762,930.062009
1,10,14,674,130,17.9,3.7,0.2,602.095,30.613,739.41037
1,10,15,544,98,15.3,2.8,0.2,382.598,24.64,474.981339
1,10,16,256,43,11.7,1.8,0.2,129.135,15.367,135.490459
1,10,17,0,0,9.6,1.7,0.2,0,0,0
1,10,18,0,0,8.7,1.7,0.2,0,8.7,0
1,10,19,0,0,7.8,1.5,0.2,0,7.8,0
1,10,20,0,0,7.1,1.3,0.2,0,7.1,0
1,10,21,0,0,6.7,1.2,0.2,0,6.7,0
1,10,22,0,0,6.5,1,0.2,0,6.5,0
1,10,23,0,0,6.2,0.9,0.2,0,6.2,0
1,11,0,0,0,5.8,0.8,0.2,0,5.8,0
1,11,1,0,0,5.5,0.9,0.2,0,5.5,0
1,11,2,0,0,5.2,1,0.2,0,5.2,0
1,11,3,0,0,4.9,1.1,0.2,0,4.9,0
1,11,4,0,0,4.8,1.1,0.2,0,4.8,0
1,11,5,0,0,4.6,1,0.2,0,4.6,0
1,11,6,0,0,5.6,0.9,0.2,0,0,0
1,11,7,347,49,8.4,1.1,0.2,170.138,14.132,190.261091
1,11,8,620,92,11.7,1.6,0.2,430.54,25.01,539.055418
1,11,9,747,116,14.8,2.3,0.2,649.824,32.184,793.737296
1,11,10,784,140,17,3,0.2,795.607,35.739,952.092269
1,11,11,760,167,18,3.3,0.2,852.525,37.092,1010.209322
1,11,12,747,168,18.2,3.4,0.2,839.682,36.708,996.667702
1,11,13,710,160,17.9,3.3,0.2,750.835,34.733,901.664252
1,11,14,635,140,17.1,3,0.2,588.341,30.983,720.628284
1,11,15,483,106,14.5,2.1,0.2,363.16,24.596,450.050473
1,11,16,196,45,10.9,1.4,0.2,115.299,14.493,122.222069
1,11,17,0,0,9,1.3,0.2,0,0,0
1,11,18,0,0,8.4,1.2,0.2,0,8.4,0
1,11,19,0,0,7.9,1.1,0.2,0,7.9,0
1,11,20,0,0,7.6,1,0.2,0,7.6,0
1,11,21,0,0,7.4,0.9,0.2,0,7.4,0
1,11,22,0,0,7.4,0.8,0.2,0,7.4,0
1,11,23,0,0,7.2,0.7,0.2,0,7.2,0
1,12,0,0,0,6.8,0.6,0.2,0,6.8,0
1,12,1,0,0,6.4,0.4,0.2,0,6.4,0
1,12,2,0,0,5.9,0.4,0.2,0,5.9,0
1,12,3,0,0,5.4,0.5,0.2,0,5.4,0
1,12,4,0,0,5.1,0.5,0.2,0,5.1,0
1,12,5,0,0,4.7,0.7,0.2,0,4.7,0
1,12,6,0,0,5.2,0.8,0.2,0,0,0
1,12,7,184,54,7.5,0.8,0.2,122.14,11.966,136.732433
1,12,8,423,122,10.4,0.8,0.2,361.337,23.947,450.257953
1,12,9,562,162,13.4,1.3,0.2,572.36,32.307,695.414053
1,12,10,650,181,16,2.1,0.2,734.03,36.363,874.175158
1,12,11,711,180,17.6,2.7,0.2,825.788,38.056,974.115637
1,12,12,723,174,18.3,2.8,0.2,827.051,38.432,974.548715
1,12,13,684,168,18.3,2.8,0.2,740.37,36.341,882.888908
1,12,14,575,154,17.5,2.5,0.2,563.127,32.004,685.682479
1,12,15,438,112,14.6,1.8,0.2,348.92,24.914,431.197563
1,12,16,184,44,10.8,1.3,0.2,111.046,14.349,118.160457
1,12,17,0,0,9,1.3,0.2,0,0,0
1,12,18,0,0,8.4,1.2,0.2,0,8.4,0
1,12,19,0,0,8,1.1,0.2,0,8,0
1,12,20,0,0,7.8,1,0.2,0,7.8,0
1,12,21,0,0,7.7,1.1,0.2,0,7.7,0
1,12,22,0,0,7.6,1.1,0.2,0,7.6,0
1,12,23,0,0,7.5,1,0.2,0,7.5,0
1,13,0,0,0,7.3,1,0.2,0,7.3,0
1,13,1,0,0,7.1,1,0.2,0,7.1,0
1,13,2,0,0,6.9,0.9,0.2,0,6.9,0
1,13,3,0,0,6.6,0.9,0.2,0,6.6,0
1,13,4,0,0,6.5,0.9,0.2,0,6.5,0
1,13,5,0,0,6.8,0.9,0.2,0,6.8,0
1,13,6,0,0,7.7,0.7,0.2,0,0,0
1,13,7,277,52,9.9,0.5,0.2,151.933,15.923,168.489575
1,13,8,546,102,12.9,0.9,0.2,401.287,27.562,495.859709
1,13,9,684,129,15.8,1.8,0.2,621.811,34.184,752.385604
1,13,10,750,146,18.1,2.5,0.2,776.467,38.065,920.069783
1,13,11,776,155,19.4,3,0.2,854.771,39.51,1003.275593
1,13,12,784,152,19.9,3.3,0.2,855.885,39.069,1006.642177
1,13,13,763,141,19.8,3.5,0.2,774.52,36.627,923.703136
1,13,14,691,125,18.9,3.2,0.2,612.471,32.884,745.462325
1,13,15,552,96,15.8,2.2,0.2,389.401,26.421,481.185659
1,13,16,266,45,11.8,1.4,0.2,135.455,16.021,144.559406
1,13,17,0,0,9.7,1.4,0.2,0,0,0
1,13,18,0,0,8.8,1.4,0.2,0,8.8,0
1,13,19,0,0,8.1,1.3,0.2,0,8.1,0
1,13,20,0,0,7.5,1.3,0.2,0,7.5,0
1,13,21,0,0,7.2,1.3,0.2,0,7.2,0
1,13,22,0,0,7.2,1.3,0.2,0,7.2,0
1,13,23,0,0,7.3,1.3,0.2,0,7.3,0
1,14,0,0,0,7.3,1.3,0.2,0,7.3,0
1,14,1,0,0,7.2,1.3,0.2,0,7.2,0
1,14,2,0,0,7,1.3,0.2,0,7,0
1,14,3,0,0,6.7,1.3,0.2,0,6.7,0
1,14,4,0,0,6.6,1.3,0.2,0,6.6,0
1,14,5,0,0,6.5,1.3,0.2,0,6.5,0
1,14,6,0,0,7.6,1.1,0.2,0,0,0
1,14,7,255,51,10.5,1.1,0.2,143.921,15.36,159.623806
1,14,8,618,93,14.1,0.8,0.2,430.138,30.24,527.497555
1,14,9,357,179,17.1,0.7,0.2,444.158,34.174,530.656637
1,14,10,615,174,19.4,1.1,0.2,700.089,43.625,809.050478
1,14,11,396,255,20.7,1.7,0.2,627.175,39.555,730.063455
1,14,12,255,289,21.2,2.2,0.2,533.809,35.674,627.193742
1,14,13,486,203,21,2.4,0.2,622.775,37.297,736.200756
1,14,14,187,202,20,2.1,0.2,345.272,29.576,414.857788
1,14,15,113,125,17,1.5,0.2,193.203,23.088,232.453453
1,14,16,35,44,13.4,1.2,0.2,56.858,15.285,58.386398
1,14,17,0,0,11.8,1.1,0.2,0,0,0
1,14,18,0,0,11.4,0.9,0.2,0,11.4,0
1,14,19,0,0,11.3,0.7,0.2,0,11.3,0
1,14,20,0,0,11.4,0.7,0.2,0,11.4,0
1,14,21,0,0,11.3,0.7,0.2,0,11.3,0
1,14,22,0,0,10.9,0.9,0.2,0,10.9,0
1,14,23,0,0,10.7,1,0.2,0,10.7,0
1,15,0,0,0,10.7,1.1,0.2,0,10.7,0
1,15,1,0,0,10.7,1.1,0.2,0,10.7,0
1,15,2,0,0,10.8,1,0.2,0,10.8,0
1,15,3,0,0,10.8,0.9,0.2,0,10.8,0
1,15,4,0,0,10.8,0.9,0.2,0,10.8,0
1,15,5,0,0,10,0.9,0.2,0,10,0
1,15,6,0,0,10.5,0.9,0.2,0,0,0
1,15,7,236,59,12.7,1.1,0.2,147.035,17.673,162.665211
1,15,8,504,113,15.6,1.5,0.2,392.08,27.987,482.837728
1,15,9,633,147,18.4,1.7,0.2,606.69,36.718,725.581084
1,15,10,697,167,20.5,1.8,0.2,758.355,42.871,880.195324
1,15,11,729,174,21.6,1.8,0.2,837.489,46.282,955.244111
1,15,12,618,201,22.1,1.8,0.2,766.767,44.69,879.075081
1,15,13,502,201,22,1.8,0.2,634.098,40.694,739.567801
1,15,14,429,166,21.3,1.7,0.2,482.897,35.871,575.393552
1,15,15,341,105,18.9,1.3,0.2,296.043,28.684,358.16483
1,15,16,114,47,16.1,1,0.2,90.761,19.245,95.205403
1,15,17,0,0,15.1,1,0.2,0,0,0
1,15,18,0,0,14.7,1,0.2,0,14.7,0
1,15,19,0,0,13.9,1.1,0.2,0,13.9,0
1,15,20,0,0,13,1.2,0.2,0,13,0
1,15,21,0,0,12.3,1.3,0.2,0,12.3,0
1,15,22,0,0,11.9,1.3,0.2,0,11.9,0
1,15,23,0,0,11.6,1.3,0.2,0,11.6,0
1,16,0,0,0,11.8,1.3,0.2,0,11.8,0
1,16,1,0,0,12,1.2,0.2,0,12,0
1,16,2,0,0,11.9,1.2,0.2,0,11.9,0
1,16,3,0,0,11.4,1.2,0.2,0,11.4,0
1,16,4,0,0,11.1,1.2,0.2,0,11.1,0
1,16,5,0,0,10,1.2,0.2,0,10,0
1,16,6,0,0,10.6,1.2,0.2,0,0,0
1,16,7,36,51,13,1.6,0.2,65.122,14.978,69.546025
1,16,8,111,133,15.9,2.2,0.2,202.46,21.412,246.176787
1,16,9,229,204,18.3,2.3,0.2,377.67,28.376,457.66795
1,16,10,279,257,20,2.3,0.2,513.248,33.667,609.931867
1,16,11,392,272,20.9,2.3,0.2,643.988,38.041,753.914098
1,16,12,406,270,21.2,2.2,0.2,652.953,38.919,762.122696
1,16,13,265,257,21,2.1,0.2,500.742,34.862,591.840708
1,16,14,329,200,20.1,1.9,0.2,446.734,33.013,535.749694
1,16,15,230,137,17.3,1.4,0.2,271.655,26.064,329.914855
1,16,16,91,48,14,1.2,0.2,81.303,16.687,85.932839
1,16,17,0,0,12.2,1.3,0.2,0,0,0
1,16,18,0,0,11.5,1.4,0.2,0,11.5,0
1,16,19,0,0,10.7,1.4,0.2,0,10.7,0
1,16,20,0,0,10.1,1.3,0.2,0,10.1,0
1,16,21,0,0,9.9,1.1,0.2,0,9.9,0
1,16,22,0,0,9.9,1,0.2,0,9.9,0
1,16,23,0,0,9.6,1,0.2,0,9.6,0
1,17,0,0,0,9.2,1,0.2,0,9.2,0
1,17,1,0,0,8.7,1,0.2,0,8.7,0
1,17,2,0,0,8.5,1,0.2,0,8.5,0
1,17,3,0,0,8.4,0.9,0.2,0,8.4,0
1,17,4,0,0,8.5,0.8,0.2,0,8.5,0
1,17,5,0,0,8.3,0.6,0.2,0,8.3,0
1,17,6,0,0,9,0.6,0.2,0,0,0
1,17,7,70,47,10.7,0.5,0.2,73.89,13.652,79.672091
1,17,8,320,149,13.3,0.9,0.2,333.379,25.465,410.59862
1,17,9,368,188,16.3,1.6,0.2,462.066,30.541,560.514386
1,17,10,368,206,18.4,2.3,0.2,526.049,32.419,630.627341
1,17,11,455,203,19.5,2.6,0.2,632.349,35.43,749.708383
1,17,12,192,268,19.8,2.7,0.2,456.572,31.077,543.274099
1,17,13,217,265,19.5,2.7,0.2,461.884,30.922,552.595181
1,17,14,78,147,18.7,2.3,0.2,202.367,24.093,241.40883
1,17,15,85,113,16.5,1.4,0.2,165.295,21.828,197.93013
1,17,16,34,48,13.7,0.9,0.2,60.989,15.886,63.829291
1,17,17,0,0,12,0.9,0.2,0,0,0
1,17,18,0,0,11.2,0.9,0.2,0,11.2,0
1,17,19,0,0,10.5,0.9,0.2,0,10.5,0
1,17,20,0,0,10,0.9,0.2,0,10,0
1,17,21,0,0,9.7,0.8,0.2,0,9.7,0
1,17,22,0,0,9.4,0.8,0.2,0,9.4,0
1,17,23,0,0,9.1,0.8,0.2,0,9.1,0
1,18,0,0,0,8.7,0.9,0.2,0,8.7,0
1,18,1,0,0,8.2,1,0.2,0,8.2,0
1,18,2,0,0,7.8,1.1,0.2,0,7.8,0
1,18,3,0,0,7.8,1.2,0.2,0,7.8,0
1,18,4,0,0,7.8,1.2,0.2,0,7.8,0
1,18,5,0,0,7.9,1.2,0.2,0,7.9,0
1,18,6,0,0,9.1,1.2,0.2,0,0,0
1,18,7,244,58,12.4,1.2,0.2,147.738,17.276,163.736483
1,18,8,259,126,16.2,1,0.2,275.54,25.999,335.841034
1,18,9,266,198,18.9,0.8,0.2,404.527,34.023,480.676421
1,18,10,231,267,20.5,1.3,0.2,476.202,36.163,558.286808
1,18,11,252,297,21.5,1.7,0.2,541.717,37.767,630.664298
1,18,12,252,295,22,2,0.2,539.157,37.207,629.110873
1,18,13,704,168,21.9,2.2,0.2,764.78,42.704,888.075212
1,18,14,630,149,21.2,2.1,0.2,604.357,37.999,718.905195
1,18,15,458,116,18.3,1.6,0.2,368.871,29.692,449.429196
1,18,16,39,49,14.4,1.3,0.2,63.474,16.461,66.669727
1,18,17,0,0,12.7,1.5,0.2,0,0,0
1,18,18,0,0,12.4,1.5,0.2,0,12.4,0
1,18,19,0,0,11.9,1.4,0.2,0,11.9,0
1,18,20,0,0,11.4,1.2,0.2,0,11.4,0
1,18,21,0,0,11,1.1,0.2,0,11,0
1,18,22,0,0,10.4,1.1,0.2,0,10.4,0
1,18,23,0,0,9.6,1.1,0.2,0,9.6,0
1,19,0,0,0,9,1.2,0.2,0,9,0
1,19,1,0,0,8.6,1.2,0.2,0,8.6,0
1,19,2,0,0,8.5,1.3,0.2,0,8.5,0
1,19,3,0,0,8.5,1.3,0.2,0,8.5,0
1,19,4,0,0,8.5,1.3,0.2,0,8.5,0
1,19,5,0,0,8.3,1.3,0.2,0,8.3,0
1,19,6,0,0,9.3,1.3,0.2,0,0,0
1,19,7,300,57,12.1,1.6,0.2,163.2,17.005,181.389062
1,19,8,587,101,15.7,2.3,0.2,422.765,27.022,524.547614
1,19,9,368,181,18.5,2.7,0.2,454.285,29.771,552.511646
